theta,alpha,theta_dot,alpha_dot,Vm
1.235255498,0.637578397,1.230972448,6.158359117,0.694248566
1.250402849,0.719717658,1.181238521,6.990100674,-2.848088935
1.270900645,0.817165435,2.046786377,8.572847517,2.020841366
1.292364778,0.928203836,1.384367063,9.21523567,2.890308544
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.834692495
0.810113826,-0.019371606,1.1248189,1.01703152,-0.896273356
0.827381665,-0.003655111,1.641796069,1.504712881,-1.870224733
0.855043235,0.022189607,2.788554807,2.640371149,0.263988383
0.888994357,0.054532159,2.65304092,2.55183647,1.978311569
0.915038018,0.079933138,1.526382899,1.531400856,-0.41568521
0.936511278,0.102169321,1.913356895,2.035369939,-1.330603603
0.966405314,0.134438802,2.870143901,3.135470104,-1.222822804
1.007849622,0.180378247,3.758760303,4.223766124,0.708363885
1.053484381,0.233649043,3.553640254,4.323264513,1.183554256
1.095346545,0.287497188,3.15744962,4.318044428,-1.922544502
1.142454555,0.351440396,4.351311429,5.900699621,2.70347883
1.189982079,0.422302885,3.282618494,5.481654147,0.618397019
1.23068568,0.494448216,3.226327575,6.074091624,0.090190835
1.271768356,0.575537364,3.332445867,6.904231267,2.192012119
1.309079305,0.663429434,2.647289192,7.18645945,1.106943308
1.340234045,0.757458585,2.33010793,7.871221343,-1.620064718
1.37183894,0.863849335,2.687812721,9.138084832,-1.342898139
1.406041637,0.985379425,2.749744672,10.30134166,0.650524708
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.90264141
0.806506429,-0.022935513,0.547654861,0.446434834,0.886565362
0.809633433,-0.021230435,-0.045474177,-0.170890674,1.10847423
0.804529497,-0.028038475,-0.771403632,-0.919677742,-0.184297197
0.795305439,-0.039379057,-0.708031412,-0.901072357,1.882661357
0.778776383,-0.058585088,-1.937712039,-2.176648878,-0.632037357
0.756426661,-0.084499347,-1.646835437,-1.984492489,-2.690435172
0.745206137,-0.100863549,-0.159600227,-0.649678727,0.246089782
0.741154477,-0.111908762,-0.490370008,-1.121444293,-2.90657673
0.744723871,-0.117409384,1.055248056,0.232556958,2.848037242
0.745866443,-0.127370302,-0.867509219,-1.821773436,1.17169675
0.729385974,-0.15681818,-1.769099079,-2.895696815,-0.176279995
0.706524334,-0.195187382,-1.895146553,-3.258449687,-2.932899321
0.691488527,-0.229325706,-0.53305318,-2.234750872,-2.535198462
0.691366126,-0.253020039,0.499263141,-1.576909535,-1.426197908
0.699950859,-0.272739285,0.867418994,-1.589764925,-2.615864618
0.716789241,-0.289348093,1.816250629,-1.083596086,-0.736802008
0.739049253,-0.305913475,1.742601613,-1.572737342,0.111016563
0.757604458,-0.331342021,1.227677998,-2.498174957,1.952621224
0.764220611,-0.373617256,-0.14888535,-4.251168249,-1.214688905
0.76350783,-0.428981439,0.027859475,-4.625884952,2.432853103
0.755172565,-0.498264545,-1.319109586,-6.42956058,-1.137159492
0.740187955,-0.581663754,-1.079126599,-6.932898776,-1.673866706
0.729374491,-0.671086988,-0.654444426,-7.397563245,0.283114639
0.720060596,-0.769961753,-0.811563358,-8.419788947,-0.721221638
0.71142326,-0.880368291,-0.555376885,-9.255476914,-2.980459413
0.710049771,-0.999536853,0.334250297,-9.842495464,-0.4070932
0.802851456,-0.025588604,0.036899001,-0.021920476,1.554872919
0.796999565,-0.032328002,-0.972668793,-1.056662586,-2.070541824
0.792504323,-0.038264678,0.248527451,0.099643474,0.392978997
0.793639524,-0.039306202,-0.066435499,-0.265789508,1.135064524
0.787975682,-0.047753882,-0.840129421,-1.087552156,0.140535983
0.776422444,-0.0628224,-1.012192865,-1.330572339,-1.73523254
0.769749869,-0.074129908,-0.061902403,-0.48837795,0.15506775
0.767537281,-0.082316235,-0.293697953,-0.824659133,-1.109366263
0.767167828,-0.090112373,0.230719682,-0.428737298,-2.140385948
0.7771525,-0.089290542,1.364789156,0.557408768,1.001777208
0.789322511,-0.087933635,0.584480409,-0.337053268,1.809800966
0.788722037,-0.100714228,-0.679111714,-1.708145452,-1.305846082
0.784081077,-0.119195428,-0.071595303,-1.261697904,-1.362889282
0.786966817,-0.132328311,0.527061223,-0.849327948,1.226956376
0.787522359,-0.15003376,-0.437240867,-1.985498505,1.864993963
0.773747665,-0.184314109,-1.760911446,-3.500136132,-1.058741544
0.75397465,-0.227585387,-1.415408932,-3.445913219,1.373132604
0.729873491,-0.278883213,-2.428718539,-4.760586681,-1.704992654
0.703387664,-0.337295236,-1.827188674,-4.616723196,-2.033359541
0.684757126,-0.3941288,-1.171989796,-4.507541215,0.913187813
0.665542568,-0.45808999,-1.882101441,-5.719285989,0.225735488
0.640015563,-0.535389614,-2.185786786,-6.649051046,-0.086450609
0.612062748,-0.623720805,-2.270969882,-7.487748998,0.672490086
0.582139953,-0.723885399,-2.488330719,-8.533241918,-0.468837482
0.552611266,-0.835475624,-2.220901002,-9.331129519,1.02174676
0.524658338,-0.95894189,-2.219227368,-10.4208062,1.714071262
0.802851456,-0.025588604,0.036899001,-0.021920476,0.232616703
0.802113777,-0.027275262,-0.154967365,-0.248207334,1.253365135
0.79501943,-0.035717898,-0.980486583,-1.104319337,1.381184272
0.777069069,-0.055475656,-1.894038071,-2.063413738,-1.736303771
0.759524514,-0.075740325,-0.922956715,-1.194142897,2.755574759
0.736694062,-0.102486031,-2.72671468,-3.087228157,2.771135304
0.691441538,-0.153050873,-4.503162277,-5.004932928,-2.19954199
0.642287401,-0.21022836,-3.388074637,-4.184050992,-0.583668906
0.600598441,-0.263924386,-3.290334612,-4.428175444,-0.515974905
0.559641781,-0.321634132,-3.267205484,-4.823241638,2.263757119
0.510520787,-0.392734467,-4.553226037,-6.532486779,1.402751445
0.449284638,-0.482231956,-5.207864657,-7.774479755,2.892564225
0.377776297,-0.589862689,-6.164030852,-9.409633443,0.699693055
0.301431737,-0.712934206,-6.02097478,-10.28306755,-0.500341439
0.23011288,-0.845433626,-5.379001135,-10.93521248,-0.973237434
0.167989592,-0.986302888,-4.55305514,-11.62674584,-1.170206581
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.876547461
0.806405447,-0.023035277,0.531500089,0.430463774,1.189633129
0.80815694,-0.022690347,-0.249372598,-0.372690762,1.574112228
0.798696326,-0.03382186,-1.2649224,-1.410800163,-1.715099424
0.789168975,-0.04556519,-0.265906649,-0.47801545,-2.513413759
0.795018951,-0.042893647,1.199761729,0.902837392,-2.550175669
0.819334672,-0.022786603,2.694903082,2.322041833,2.196672526
0.844157416,-0.002709551,1.285378885,0.904884422,-1.550316029
0.866148764,0.014439577,2.236129636,1.845273193,-1.861191149
0.901362499,0.044833555,3.402358586,3.028806696,-2.798834702
0.954889628,0.094023454,5.160132387,4.852046231,2.965840892
1.008723661,0.145207943,3.481982373,3.379289518,1.154925968
1.049172044,0.185861559,3.003280743,3.148543943,-2.887449918
1.098292547,0.238254663,4.832163163,5.224353794,-0.921832903
1.162691136,0.309885746,5.457028854,6.241506669,-2.396510026
1.238643178,0.39851222,6.643836286,7.914702726,-0.892948909
1.32334594,0.503437734,6.87531044,8.870317326,-2.896476943
1.414243196,0.624165933,7.593535708,10.41083884,2.431018376
1.500944831,0.754585761,6.300799452,10.50284796,1.231594877
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.257652541
0.804010595,-0.025401278,0.148408244,0.051725599,-0.523936293
0.807591836,-0.023275323,0.424684124,0.288836144,-0.21012852
0.813426933,-0.019350025,0.509996318,0.341154837,1.260060926
0.814678211,-0.020318271,-0.308197835,-0.49406762,0.294747898
0.8094596,-0.028028992,-0.528563011,-0.743048146,0.603643023
0.800215379,-0.040178456,-0.952939758,-1.205801342,0.031716091
0.78776134,-0.05615618,-1.044093795,-1.358663256,-1.615284641
0.780317588,-0.068120708,-0.153372996,-0.565509825,0.446838984
0.775915185,-0.078250806,-0.552589255,-1.058860666,1.943841425
0.760754206,-0.100324752,-1.872449193,-2.4764541,1.741279598
0.729892501,-0.139548638,-3.063735968,-3.80646975,1.486294331
0.685199378,-0.194746962,-4.080802361,-5.032416867,2.308080776
0.625347404,-0.268203821,-5.466052681,-6.711189452,-1.756120527
0.562277258,-0.349965398,-4.648594386,-6.413713683,-1.837557021
0.508845239,-0.429314726,-3.919875511,-6.319188957,2.001883095
0.453926118,-0.51771101,-4.820666173,-7.801448445,1.483179605
0.390752007,-0.622764484,-5.244593237,-8.992592866,-2.983551499
0.33276743,-0.735122263,-4.057371426,-9.030399258,-1.853259619
0.286844614,-0.850987983,-3.291800515,-9.534097463,0.424467067
0.246933739,-0.976342936,-3.06815538,-10.52663668,-1.872102907
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.699899876
0.805721856,-0.02371063,0.422143251,0.322350304,-1.666843606
0.817160624,-0.013802307,1.409191882,1.265708044,0.278946146
0.833484024,0.00062862,1.207382785,1.051649603,-0.6464961
0.851041556,0.016224976,1.605568504,1.450916193,-0.707809836
0.873968092,0.037344226,2.067451391,1.937653478,0.044968447
0.899961792,0.062072664,2.098429777,2.031659278,0.158318947
0.926167266,0.088030332,2.101527178,2.134790062,-1.646823219
0.959484726,0.122482996,3.22926017,3.385483017,-1.687978485
1.007001938,0.173021467,4.368234068,4.70805234,-2.371150639
1.07082415,0.242645564,5.817797633,6.425832719,2.457204495
1.135929114,0.318329154,4.632580888,5.734925786,-2.903910665
1.203408709,0.402242303,6.107004837,7.659403223,0.851777837
1.277047322,0.499881891,5.675925684,7.987425442,-0.801333998
1.349119056,0.605820537,5.823599434,8.9588648,-1.948756658
1.424152821,0.725654482,6.131257711,10.19736307,2.851603034
1.49275826,0.854250581,4.864531045,10.42069326,2.75803259
1.546257981,0.987239945,3.703517093,10.89298537,0.640573217
0.802851456,-0.025588604,0.036899001,-0.021920476,0.292909944
0.801880526,-0.027505706,-0.192270001,-0.285087043,-0.726915694
0.801975769,-0.028848222,0.206215965,0.068409708,1.419824648
0.798719749,-0.03401261,-0.726402376,-0.894418903,-2.523504422
0.799021161,-0.036237647,0.770455809,0.53262442,-2.836031851
0.819171089,-0.019511392,2.456017522,2.14870741,-0.49635766
0.851483709,0.00877991,2.721575981,2.392206078,2.441331918
0.876040045,0.029432825,1.217844016,0.928642606,-0.498209824
0.893475896,0.043499509,1.575008186,1.328200449,2.424939714
0.904251491,0.051705702,0.155525419,-0.005944282,0.52280361
0.904771417,0.050686324,-0.07223265,-0.1571802,-0.425300664
0.906093823,0.051368314,0.283137837,0.265463276,0.175586425
0.90953838,0.055053003,0.269070561,0.325979018,-1.839289112
0.920592863,0.067210844,1.499068672,1.620651116,0.246623606
0.939068651,0.087830591,1.462981446,1.689240701,-0.737614481
0.961037258,0.11337772,2.055183431,2.407108449,0.91306164
0.984384391,0.142221574,1.690166411,2.224564105,-0.477593909
1.00860963,0.174364893,2.188383063,2.928043397,-0.333477436
1.03862857,0.215177483,2.616562651,3.613200583,-1.656091027
1.078534409,0.269313772,3.753174262,5.046381517,0.860432284
1.123938671,0.333582076,3.520111845,5.260153635,-0.016475327
1.169292835,0.403780988,3.729178019,5.9808674,-1.824313404
1.221763543,0.487696617,4.624700458,7.426248437,-0.224832887
1.279982145,0.585620815,4.66980015,8.245102648,-0.158234871
1.337828342,0.693794193,4.564184441,9.067091365,-1.789520286
1.396532509,0.814666491,4.784573265,10.25972654,1.352094931
1.451340658,0.94670881,3.98019872,10.89103967,-2.470882737
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.783209285
0.809914545,-0.019568485,1.092932262,0.985507823,-2.973587648
0.834830052,0.003702613,2.896870452,2.745425194,0.335742954
0.869658215,0.036715224,2.685427963,2.554642395,-0.154342851
0.904087787,0.069866539,2.831491084,2.76576115,0.702299191
0.937391276,0.103057737,2.507686006,2.563580856,-0.269410894
0.970668441,0.137979859,2.822330524,3.037857099,2.94644899
0.996315838,0.167834382,1.301146417,1.766163777,-2.372671561
1.02273908,0.201331932,2.916216002,3.590306004,2.578461601
1.051738373,0.240899377,1.7461055,2.772085217,-1.202441512
1.079550689,0.283482768,2.694301119,4.041129947,-1.036134668
1.118246201,0.34139533,3.482124637,5.223712303,1.352407216
1.159154409,0.407501147,3.074007722,5.37868141,-0.824006958
1.201171698,0.481754244,3.625658851,6.496443959,-1.570132319
1.250949652,0.571329473,4.298766547,7.81850288,1.718084228
1.30056505,0.670994637,3.645962843,8.155164215,0.185484443
1.345101277,0.778060571,3.461882822,8.981914025,-1.69598505
1.389812688,0.897899221,3.651907475,10.18193754,0.304434579
1.432439765,1.030652807,3.149839117,11.07114995,1.375302241
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.176214332
0.803695497,-0.025712582,0.098008492,0.001898123,0.079620391
0.804309531,-0.026521664,0.000246745,-0.131428782,-1.711019536
0.810623567,-0.022167151,1.009275737,0.8277021,-2.620101718
0.833094002,-0.002276547,2.588990335,2.361344327,-2.459800856
0.874844834,0.036522439,4.096472228,3.860596833,-2.685768016
0.93645341,0.095472055,5.758926155,5.584887032,2.95842661
0.997667628,0.155782079,4.067460611,4.112653784,0.031771086
1.049393467,0.20963011,4.214479192,4.522379943,-1.54664332
1.108487524,0.274488529,5.222903919,5.854842044,1.257756659
1.170564437,0.347513532,4.723239057,5.860556207,-2.870581114
1.238728274,0.432778159,6.124122238,7.749010925,-2.155453052
1.320194187,0.538713627,6.852684462,9.175515239,2.469030022
1.398422779,0.652954673,5.68778909,9.149427692,-0.596749229
1.468756985,0.773071468,5.537184931,10.07033987,0.480530359
1.534354971,0.903524269,4.944822908,10.81729644,0.427190949
0.802851456,-0.025588604,0.036899001,-0.021920476,1.182117314
0.79844107,-0.030903808,-0.742232063,-0.828825682,2.726145978
0.778314642,-0.052264652,-2.477990539,-2.592801998,2.007076497
0.739235855,-0.093185427,-3.776016843,-3.965440004,1.59860275
0.685474073,-0.150168576,-4.823198396,-5.163858782,2.416640439
0.615950463,-0.225361533,-6.27478474,-6.862881282,-1.006113311
0.540757407,-0.310611444,-5.769263804,-6.812809034,2.823299977
0.460048432,-0.407262826,-7.079784365,-8.618068855,2.476601103
0.366470502,-0.52432744,-7.822916413,-10.08104057,-2.530720183
0.277306289,-0.649063181,-6.473910035,-9.931986144,-2.25572611
0.203470898,-0.774260537,-5.355452773,-10.13960524,-2.333264912
0.143261071,-0.903373473,-4.286642951,-10.55272577,0.805461408
0.091518441,-1.041633881,-3.964195265,-11.57386972,1.033595982
0.802851456,-0.025588604,0.036899001,-0.021920476,1.46496018
0.797347254,-0.031984487,-0.91709108,-1.001711436,-2.217499053
0.794116754,-0.036667439,0.395551993,0.245750973,-0.301288414
0.799784899,-0.03320589,0.512226018,0.309730124,0.599308477
0.803465443,-0.03231698,0.077937314,-0.165650296,-1.466689119
0.809729632,-0.029451799,0.923476247,0.623269606,0.929729066
0.817299098,-0.025845335,0.290119262,-0.042383299,1.48467123
0.814869102,-0.032589215,-0.678490948,-1.037026894,2.635624776
0.795873951,-0.056237606,-2.361099467,-2.751512135,-0.054980328
0.766100562,-0.091431844,-2.411442774,-2.89677639,-0.788327721
0.738132281,-0.12637075,-2.074657418,-2.713043156,-0.574495782
0.713179153,-0.160500015,-1.927001876,-2.764772603,2.907053851
0.677249431,-0.208098559,-3.803444004,-4.843648176,-1.375963896
0.633307054,-0.267219283,-3.244794842,-4.64712874,-0.330723564
0.592379579,-0.328208232,-3.305751353,-5.127454427,-1.617799878
0.554490321,-0.392198109,-2.771433883,-5.139932067,0.155332941
0.517892709,-0.461824626,-3.072074007,-6.004025949,1.711429558
0.474174747,-0.54578423,-3.882739251,-7.410415035,-2.433641505
0.431073615,-0.638897533,-3.030464281,-7.523640331,-1.82070499
0.396857461,-0.735647585,-2.44705326,-7.979705657,0.439365836
0.365874887,-0.841813886,-2.483940485,-9.005310025,-2.508336871
0.340094411,-0.957799457,-1.642030405,-9.579536572,-0.873894155
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.944899867
0.810540424,-0.018950153,1.193079051,1.084514727,-2.460701353
0.834725038,0.003605681,2.680185014,2.532440185,0.653331691
0.8656265,0.032747873,2.273547735,2.147174962,0.281479951
0.893221317,0.059093812,2.149568148,2.082505842,-0.28331288
0.92171782,0.087291493,2.416092788,2.441927768,-0.111950799
0.953132162,0.1198393,2.616912574,2.780108625,-0.065133718
0.987128114,0.156990249,2.828701057,3.179080717,2.339728056
1.015326549,0.191228016,1.70184453,2.32593611,0.27218069
1.037372546,0.22279547,1.830127635,2.736481586,2.216414899
1.054546524,0.253537234,0.933254817,2.204911186,-1.613550026
1.073766136,0.290581862,2.129772221,3.717652193,-0.454797965
1.103747068,0.342882715,2.659810913,4.654781658,-1.378269908
1.142715606,0.409545868,3.549669274,6.001703592,-2.492391118
1.194695014,0.495313646,4.71410536,7.691312499,-0.709218096
1.254950191,0.597433246,4.897737014,8.644676758,1.694334995
1.311453513,0.707355586,4.149423898,8.972671894,2.242065501
1.357787493,0.821701446,3.27182711,9.354037684,-2.751480816
1.401398627,0.947195656,3.655798427,10.70690391,1.324632305
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.629781429
0.805450521,-0.023978697,0.378738009,0.279438462,0.965667898
0.806154469,-0.024679264,-0.264825079,-0.389902341,-0.933339846
0.806177409,-0.026482861,0.266741898,0.098780082,-0.320048386
0.810431178,-0.024575029,0.414166806,0.207140364,1.720691396
0.808648066,-0.029079827,-0.698114684,-0.926749726,0.442972116
0.79790195,-0.042926696,-1.024422371,-1.29488868,2.620095414
0.774575545,-0.069898223,-2.707725462,-3.025816146,0.834154209
0.73700285,-0.112077506,-3.309117093,-3.738138739,0.075990088
0.694552803,-0.160977461,-3.490367399,-4.105304494,2.524651064
0.640890996,-0.223676801,-5.073656057,-5.921149657,-1.898687328
0.58316282,-0.294568423,-4.188255102,-5.463946708,-0.298674657
0.530663615,-0.365930517,-4.210796008,-5.970423641,-0.001467666
0.477137287,-0.444968816,-4.343159757,-6.684617583,1.879979854
0.417650971,-0.537469545,-5.128266698,-8.09440155,2.709811199
0.348314002,-0.648363624,-5.901254661,-9.616859298,-2.775672472
0.282234806,-0.768949263,-4.693465786,-9.721653284,-2.66263584
0.230361182,-0.892549904,-3.617301435,-10.09024626,-1.878474787
0.190451274,-1.02274551,-2.76390337,-10.76612145,-1.199806157
0.802851456,-0.025588604,0.036899001,-0.021920476,2.259178096
0.794276449,-0.035018457,-1.407877715,-1.486976749,-1.496086322
0.782109153,-0.04856893,-0.545588553,-0.691542676,0.80910449
0.771639182,-0.061255406,-1.131404061,-1.342598864,0.399785879
0.755325544,-0.080740689,-1.482787255,-1.783344076,2.141491731
0.727862407,-0.112574031,-2.909836001,-3.315333631,-1.240708343
0.695195479,-0.151461326,-2.331130243,-2.930330346,-1.30272112
0.66947422,-0.18616666,-1.797112853,-2.643544375,-1.073920233
0.649159691,-0.218827615,-1.463219583,-2.59968133,2.677969384
0.619837908,-0.263944579,-3.206732597,-4.607451162,-2.547702048
0.586529292,-0.317587402,-2.14915405,-4.013925959,-1.369457203
0.561912833,-0.368543055,-1.799983575,-4.160583227,0.183846818
0.5368552,-0.426199753,-2.199938704,-5.067621826,2.384118722
0.501422624,-0.500474717,-3.424213769,-6.789199799,-0.015631283
0.458146924,-0.590342828,-3.483813456,-7.594350732,-0.461520897
0.415698906,-0.689683247,-3.295444939,-8.310051085,-0.869751817
0.376859451,-0.797769334,-2.909194359,-8.99799084,0.491612955
0.340997742,-0.916496039,-2.801948113,-9.999581539,0.493867802
0.802851456,-0.025588604,0.036899001,-0.021920476,2.483082443
0.793410904,-0.035873633,-1.546178518,-1.623726807,2.23866883
0.765126711,-0.065357087,-2.981009247,-3.101566011,-0.678192152
0.729941309,-0.102723041,-2.660190907,-2.897735386,2.35276651
0.687040615,-0.149421018,-4.197168219,-4.578437427,-0.581989039
0.635830061,-0.206954189,-4.007911218,-4.652648213,-1.105834911
0.588379049,-0.264615692,-3.598400313,-4.601108002,0.909478622
0.539080917,-0.328817614,-4.275364209,-5.673321444,-0.058215541
0.484800147,-0.403775901,-4.402662304,-6.331416925,1.685283404
0.424597139,-0.491580108,-5.188680982,-7.700045406,-1.058113481
0.36266674,-0.590195865,-4.720343807,-8.100893357,-1.534085339
0.307629795,-0.693806666,-4.088562613,-8.501803104,-1.877837782
0.261070702,-0.802845013,-3.36354643,-8.96972331,-2.843607277
0.225128317,-0.917584122,-2.394488563,-9.420014645,2.016039173
0.193917457,-1.043236551,-2.559246123,-10.67530988,-1.987107777
0.802851456,-0.025588604,0.036899001,-0.021920476,2.454104955
0.793522918,-0.035762961,-1.528281334,-1.606030164,1.521385619
0.768222087,-0.062297476,-2.523145003,-2.64849265,-0.671975514
0.738716956,-0.09399846,-2.20788702,-2.441613418,0.143623528
0.709713297,-0.126786239,-2.439072028,-2.818453668,-2.719491698
0.688151801,-0.154456244,-1.02830157,-1.633312847,1.355063391
0.668820949,-0.182590579,-2.061866132,-2.871233875,-0.834722431
0.644438194,-0.218814731,-1.848734465,-2.942268519,-2.941420953
0.629601819,-0.249613611,-0.545363395,-2.013392489,1.525434323
0.615453763,-0.284011667,-1.707950902,-3.486519124,0.179597889
0.591520172,-0.332608205,-2.117910459,-4.295932592,0.89079855
0.560525997,-0.393541034,-2.82453329,-5.450341871,-2.255258285
0.530019767,-0.460915534,-2.07626389,-5.363721852,-2.355509726
0.508439007,-0.528199648,-1.392835059,-5.432050412,-2.877144726
0.496059193,-0.596400705,-0.60536025,-5.511992624,-2.558155124
0.492250184,-0.667291757,-0.013683058,-5.855369987,0.968203767
0.488659614,-0.748596165,-0.531591312,-7.140802915,-0.029005785
0.481479931,-0.844286942,-0.595588096,-8.169258247,2.190785521
0.470803051,-0.955074787,-1.069373129,-9.539281544,-2.803437873
0.802851456,-0.025588604,0.036899001,-0.021920476,2.762727744
0.792329992,-0.036941604,-1.718869509,-1.794484953,2.72466001
0.760024585,-0.070412367,-3.450427752,-3.568419471,-2.655200134
0.726481045,-0.106272472,-1.936023547,-2.198013954,0.386206043
0.699820947,-0.137152941,-2.334108579,-2.754425901,-2.979297791
0.68035998,-0.163352937,-0.797712082,-1.462375999,1.72955815
0.662483021,-0.190806973,-2.057462984,-2.930609164,2.492892979
0.626452067,-0.239210675,-3.688842682,-4.806635441,-1.598147125
0.584385558,-0.29774717,-3.060252509,-4.591168748,0.521380542
0.542960884,-0.360937773,-3.556939803,-5.523515645,-1.235150892
0.500806634,-0.431281937,-3.1962555,-5.755689684,-0.560167625
0.46113475,-0.506961167,-3.146467066,-6.365128303,-1.768385205
