theta,alpha,theta_dot,alpha_dot,Vm
0.42515227,-0.58824544,-2.618704426,-6.665394447,-1.631445286
0.395232963,-0.674413189,-2.170297743,-7.141525951,-1.174970886
0.370024131,-0.76791852,-1.856065764,-7.832540664,-0.68362088
0.348202253,-0.87113474,-1.620399583,-8.690249058,-0.698497191
0.329942454,-0.985379113,-1.283865764,-9.598402816,2.700056898
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.4877071
0.804900757,-0.024521838,0.290795189,0.192495082,0.818604544
0.805071732,-0.025755087,-0.262515197,-0.38873762,0.617675349
0.799111983,-0.033493019,-0.692265844,-0.852018645,2.330344104
0.781109853,-0.053684352,-2.188622568,-2.382881059,2.417316121
0.74404175,-0.093572183,-3.741910596,-4.00785965,-0.739396679
0.699433576,-0.142489575,-3.408975423,-3.844741069,-0.502010535
0.657635411,-0.19115116,-3.289058434,-3.963239585,1.504534516
0.610010357,-0.248866779,-4.318339763,-5.273129728,-2.552536778
0.563315702,-0.310302921,-3.182842731,-4.600528633,0.962913019
0.519021935,-0.374983499,-3.886407746,-5.746360103,-0.107824373
0.469679678,-0.451122957,-3.999632544,-6.445288754,-2.698548387
0.425840954,-0.530515671,-3.039052102,-6.298035491,-2.190375752
0.392014226,-0.610480865,-2.384786003,-6.524350657,-2.412292469
0.366452338,-0.693905048,-1.714442708,-6.850014863,-1.10498327
0.346528991,-0.784180726,-1.4644476,-7.604823655,0.550739591
0.327295976,-0.886201495,-1.585325971,-8.714413443,2.889155162
0.304023578,-1.00412697,-2.089997972,-10.13427581,1.723906486
0.802851456,-0.025588604,0.036899001,-0.021920476,-2.394058465
0.812279171,-0.017232379,1.471307717,1.3595766,-1.053892106
0.834502465,0.003404485,2.089320142,1.951697337,1.178840893
0.856009567,0.02329306,1.359673341,1.243588777,0.648974629
0.870708706,0.03678862,0.997277221,0.92419389,-1.364882357
0.888819108,0.054253773,1.902395884,1.87574182,-2.384168163
0.922236064,0.087725811,3.444200195,3.48703373,-0.79914152
0.968924348,0.135774815,4.030142299,4.216985568,2.398678499
1.011422555,0.182141938,2.793811354,3.237289178,0.859134282
1.044755714,0.22278584,2.549792273,3.285466609,-1.215840209
1.08243949,0.271537757,3.469636754,4.516418887,-2.934995876
1.13660412,0.340896326,5.15270861,6.556072111,2.556469399
1.194054245,0.419890995,4.070148029,6.130887828,-2.693721848
1.252818507,0.507681491,5.274378518,7.88295455,-0.472772018
1.319239432,0.611716272,5.327129731,8.763160524,1.300344794
1.381755122,0.723904625,4.675386056,9.211112583,0.15277247
1.438110414,0.84404519,4.323189938,10.02064856,1.694178752
1.486948896,0.973127867,3.487593899,10.65723731,-2.454838667
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.437472865
0.80857633,-0.020890562,0.878814651,0.773827138,1.364089464
0.814005182,-0.016888618,-0.007039782,-0.128726329,-0.83250081
0.816943719,-0.015658547,0.476537913,0.324811778,0.323322131
0.821447481,-0.013171343,0.245364705,0.075214594,1.544622783
0.818368431,-0.018421568,-0.73728279,-0.915002797,1.673651748
0.802493989,-0.036610818,-1.804828315,-2.000999643,-1.785723949
0.786484212,-0.055502771,-0.76594932,-1.036053682,0.924351837
0.772762161,-0.073050931,-1.432013363,-1.777690233,-2.984380978
0.765500844,-0.085458491,0.260438337,-0.221336641,0.855899079
0.764512398,-0.093165895,-0.418541087,-1.01294422,-0.193429352
0.758986207,-0.106955044,-0.469235045,-1.199957869,-2.549328985
0.761549379,-0.114636622,0.8726723,-0.038652405,1.676762252
0.76483118,-0.123627748,-0.34544786,-1.398563309,-1.203729666
0.763664551,-0.139130771,0.152177751,-1.092433637,1.546239939
0.758351382,-0.161087025,-0.999880383,-2.421954062,-1.372345795
0.74926499,-0.189491792,-0.465190266,-2.140866919,-1.569365154
0.747156574,-0.214355775,0.117288567,-1.854018162,2.311172596
0.738549254,-0.249149751,-1.480828,-3.705218047,-0.030712589
0.718307801,-0.299373924,-1.758595725,-4.342313178,-1.458775911
0.699034837,-0.35380769,-1.338536292,-4.392645568,1.401596429
0.676245004,-0.417457033,-2.283228024,-5.780048929,0.98539795
0.643776558,-0.496995622,-2.885219979,-6.937656479,2.161735716
0.602072701,-0.593063711,-3.736802703,-8.406589415,-2.113088496
0.560507138,-0.699353251,-2.926390587,-8.634757594,1.71889298
0.521666586,-0.814939992,-3.245850763,-9.845268081,0.645321075
0.48211541,-0.944080722,-3.054775728,-10.82052663,-0.981585347
0.802851456,-0.025588604,0.036899001,-0.021920476,0.985596952
0.799201122,-0.030152888,-0.620717118,-0.708683694,-2.541783456
0.800941863,-0.029902028,0.895967934,0.744499662,2.989328453
0.800200051,-0.032653599,-1.010933063,-1.180207772,0.148771916
0.786655997,-0.048604876,-1.160356093,-1.379847359,0.52566949
0.76963126,-0.068789031,-1.567758127,-1.858211046,0.239197772
0.748440048,-0.094226602,-1.828382481,-2.223136906,-2.007873742
0.732246858,-0.116335184,-0.7743324,-1.331773171,1.156148624
0.717022125,-0.139474421,-1.661776708,-2.375342129,-1.551436756
0.700620769,-0.166168214,-0.974182186,-1.913865797,-1.007744901
0.690441072,-0.189642403,-0.66232818,-1.855182647,0.181240716
0.679672116,-0.216944799,-1.062516323,-2.520667058,0.144397085
0.663968028,-0.252738937,-1.451271931,-3.215105545,-0.467688041
0.645400978,-0.295615263,-1.523910758,-3.658879138,-1.445874227
0.628849544,-0.341652164,-1.136049449,-3.728909539,1.635933525
0.607601468,-0.397836522,-2.239572353,-5.248157775,2.473315353
0.571317217,-0.47455206,-3.518797763,-6.997572987,-0.015714132
0.526983272,-0.566729302,-3.559460437,-7.756997448,0.304416175
0.482060559,-0.669189526,-3.605356358,-8.637901395,-1.832569187
0.441483781,-0.779632814,-2.891192423,-9.060756362,2.060213247
0.403207498,-0.900834268,-3.188817356,-10.31736653,-1.326937179
0.367879669,-1.034329295,-2.454188658,-11.06365822,-0.888987967
0.802851456,-0.025588604,0.036899001,-0.021920476,2.373171593
0.793835776,-0.035453851,-1.478292476,-1.556601657,-2.039595634
0.782883102,-0.047810457,-0.281430747,-0.431453108,-0.472267511
0.780642843,-0.052371845,-0.078853584,-0.301373718,-2.71817046
0.789522671,-0.04687205,1.498492746,1.180271701,-0.342371484
0.80898579,-0.031810062,1.620021501,1.23758142,1.296877255
0.823792202,-0.021995162,0.753652747,0.340496903,2.378531421
0.823719933,-0.02731203,-0.763115203,-1.189158613,2.100718331
0.805786649,-0.050723671,-2.108109484,-2.563179582,-0.723608717
0.781768098,-0.080947698,-1.744948216,-2.290139652,-1.925320504
0.766479943,-0.103901275,-0.712922252,-1.400188184,-2.348470478
0.765298926,-0.114744552,0.516189532,-0.345955959,0.027252804
0.770336768,-0.121481632,0.288833839,-0.734213489,0.156484328
0.771998037,-0.133656197,-0.02487953,-1.21792381,0.32133035
0.769046871,-0.152660943,-0.449587716,-1.828914828,1.477534094
0.756495893,-0.183658322,-1.55517433,-3.13328406,1.220195451
0.731207944,-0.230180929,-2.484827807,-4.314358984,-0.457787509
0.700209304,-0.28619881,-2.481173728,-4.66750505,-2.986754687
0.677016769,-0.339784227,-1.260172497,-3.949025358,2.691394099
0.651191727,-0.401527084,-2.832411926,-5.903635594,-1.505919632
0.618689811,-0.476376779,-2.37866301,-6.099357604,-1.839551851
0.59233055,-0.553920703,-1.849567882,-6.334875986,1.274331948
0.56533894,-0.641118763,-2.434704848,-7.602212055,-1.937235501
0.538693527,-0.738689589,-1.833050489,-8.034412781,2.414869997
0.511783101,-0.848052127,-2.423892027,-9.441334324,-1.988029002
0.486202153,-0.969892912,-1.665936371,-10.07806234,-1.309933903
0.802851456,-0.025588604,0.036899001,-0.021920476,2.87982999
0.791877394,-0.037388787,-1.791170875,-1.865978297,-2.432252316
0.778518766,-0.052148836,-0.355227944,-0.509068316,-0.159923991
0.77410657,-0.058953217,-0.352712123,-0.583152253,2.351567789
0.760016332,-0.076324466,-1.90053462,-2.198039089,-2.927906345
0.746663912,-0.09425933,-0.248274196,-0.689180096,-1.792857392
0.749303527,-0.098068834,0.667111901,0.074604581,-1.451894126
0.762009311,-0.093717549,1.366071335,0.622298901,-0.161661418
0.77858082,-0.087273901,1.287443702,0.412452896,0.686976565
0.791003779,-0.086511499,0.70177326,-0.288069898,1.807944662
0.791880201,-0.098657634,-0.560094148,-1.655435657,2.790165772
0.773341843,-0.131586973,-2.400064967,-3.613594982,2.565180591
0.732959313,-0.188177178,-4.046028385,-5.439022791,1.375473848
0.676880609,-0.26341588,-4.909837095,-6.601964371,-1.36751674
0.619454307,-0.344918911,-4.296149279,-6.476009512,2.628597294
0.557631626,-0.436840422,-5.537775773,-8.199674917,2.408561985
0.483159695,-0.548569655,-6.314361009,-9.646783258,-1.09926681
0.408927445,-0.670951497,-5.565554764,-9.964604665,2.596034817
0.337117805,-0.803657989,-5.866817435,-11.24786773,0.069198337
0.267652743,-0.949032827,-5.230538583,-12.02786661,1.268221416
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.396104516
0.804546307,-0.024872018,0.234097645,0.136441713,2.003395804
0.799423856,-0.031339087,-1.052397677,-1.17042146,1.637681221
0.779634305,-0.052814563,-2.116328911,-2.272409827,0.443380689
0.751010955,-0.083865567,-2.469821056,-2.709393042,1.912063116
0.712196787,-0.126360082,-3.73906116,-4.09831471,-0.488769535
0.666425005,-0.177909355,-3.595572933,-4.173471851,1.967301195
0.613448707,-0.239653073,-4.862990087,-5.703957793,1.574571105
0.546762115,-0.319131722,-5.779793985,-7.007802016,-0.722211008
0.476563906,-0.408264496,-5.455145729,-7.27908677,0.474089877
0.407215327,-0.504547751,-5.617595199,-8.12849698,2.513699218
0.332042365,-0.615583979,-6.346968039,-9.607474187,2.863805297
0.249407861,-0.744621321,-6.808314549,-11.01067317,0.667948645
0.167131317,-0.887598942,-6.330224809,-11.87368059,1.003798923
0.091254324,-1.042011527,-5.78370681,-12.84111866,1.508940983
0.802851456,-0.025588604,0.036899001,-0.021920476,1.972222494
0.795385842,-0.033922364,-1.23059154,-1.311681894,2.242889983
0.77102326,-0.059505928,-2.66886875,-2.788320283,-2.99541913
0.748617093,-0.084128757,-0.931408735,-1.173441848,2.640051438
0.726065253,-0.110304753,-2.673433893,-3.016437153,-2.630371557
0.701512157,-0.140351818,-1.273104335,-1.816784992,1.61956246
0.678264296,-0.171513791,-2.443054092,-3.172248616,2.918169789
0.635985733,-0.224215511,-4.299270581,-5.25064497,1.394947927
0.576650754,-0.297521519,-5.174181595,-6.477714638,0.672087323
0.509482567,-0.383977355,-5.553592758,-7.359307951,-1.305544199
0.443748628,-0.47662584,-4.973903664,-7.496086315,0.458460733
0.380695826,-0.575828038,-5.09004832,-8.376834699,-2.615416619
0.323644699,-0.680694313,-4.058604939,-8.442795696,0.681580626
0.272646219,-0.792509675,-4.07194825,-9.445397339,2.229279885
0.220010019,-0.918549663,-4.304124569,-10.70741323,-0.60748505
0.802851456,-0.025588604,0.036899001,-0.021920476,-2.737030502
0.813606967,-0.0159206,1.683787892,1.569638945,2.902984417
0.823164074,-0.007785756,-0.148260798,-0.258354449,0.634158142
0.818768009,-0.013599553,-0.555939789,-0.673731761,2.991248676
0.800105402,-0.033723799,-2.430475701,-2.549997126,1.904778277
0.762152375,-0.073416809,-3.645513159,-3.813540934,-2.229416179
0.724546448,-0.113982376,-2.390941196,-2.706855684,-2.746986983
0.703869301,-0.139846241,-0.933952337,-1.454612444,-2.330834811
0.699342772,-0.152294812,0.201238131,-0.54923048,-0.246300916
0.701100178,-0.161256497,0.078266307,-0.88808103,2.559747021
0.691065195,-0.184531671,-1.675697651,-2.831553983,-2.606031963
0.677720155,-0.214230557,-0.477676924,-1.945909613,-1.439772819
0.674694403,-0.237624452,-0.015254997,-1.811445176,-2.427032201
0.680483049,-0.256645829,0.930143832,-1.248673324,-1.716243042
0.695327855,-0.271470363,1.438528419,-1.133766016,-2.211154089
0.717924094,-0.283695216,2.169758165,-0.833541068,-2.659169195
0.750877206,-0.291185132,3.096489665,-0.37530032,-1.221068614
0.790533024,-0.297698822,3.245631124,-0.671338526,2.129512872
0.821198479,-0.318176932,1.671093168,-2.593723552,-2.071300933
0.84564186,-0.350138906,2.226907945,-2.541644388,-0.612362481
0.872220588,-0.386232433,2.023840857,-3.241780438,-2.759239866
0.90228546,-0.425897306,2.768744388,-3.133688527,0.587053761
0.932013647,-0.473268561,2.00043867,-4.438984736,2.357557442
0.948278692,-0.540497945,0.642687156,-6.28554264,-2.161034256
0.959413004,-0.621097652,1.128289107,-6.639023944,1.025165895
0.969796766,-0.712224965,0.56610423,-7.925848065,1.326713331
0.973873725,-0.819289353,0.124745826,-9.188748691,-2.441100016
0.979969065,-0.937688321,0.85086416,-9.783797482,2.514745289
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.915266729
0.810425717,-0.019063477,1.174724597,1.066369192,-2.596467915
0.834906109,0.003783357,2.745778742,2.597070274,-1.042022358
0.873183023,0.040216673,3.386085006,3.248455551,-1.240114551
0.920495399,0.086169557,4.18942178,4.120908313,-0.34109936
0.974640748,0.140337305,4.480913272,4.567015088,-2.562302625
1.040640752,0.208685787,6.056877947,6.365910977,-2.584396271
1.125287301,0.299310739,7.439364218,8.116044336,2.463005438
1.210075055,0.396652223,6.163394648,7.518593387,1.584108002
1.282543407,0.490771182,5.445228251,7.575674542,0.372118331
1.349346671,0.589342108,5.231723591,8.20775783,-0.563528115
1.414960949,0.697840859,5.238290913,9.150881834,0.639876714
1.4774032,0.816467405,4.740645024,9.843907417,1.46442428
1.531829685,0.943424039,3.96274526,10.49148363,-2.889715317
0.802851456,-0.025588604,0.036899001,-0.021920476,-2.117917449
0.811210176,-0.018288479,1.300248481,1.190464298,-2.296828559
0.83610393,0.004975513,2.686823209,2.540397831,1.591950288
0.863470967,0.030654226,1.702230669,1.585395617,-1.741091165
0.891735847,0.057667276,2.823238633,2.745595194,1.088912391
0.923330242,0.088905084,2.24343606,2.271822183,-2.512256922
0.961663003,0.128276732,3.885138906,4.032104634,-0.935371155
1.014480567,0.184149944,4.564898436,4.921166961,2.922980571
1.062257636,0.238535659,3.111869759,3.825685246,-2.027269083
1.109468993,0.296619276,4.418802788,5.45942955,0.366930485
1.164625738,0.367766197,4.406126861,5.941242118,0.866223482
1.218155903,0.444240079,4.16142034,6.314990177,-2.85788975
1.278121187,0.534532034,5.371421198,8.096424263,2.635916998
1.33855954,0.635374542,4.321584492,8.080989246,2.484262179
1.386927297,0.737753648,3.430022645,8.332775043,1.713376284
1.425906923,0.845434099,2.804573231,8.916974826,-2.684035861
1.463883425,0.965600499,3.223648201,10.29189858,-2.938881564
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.168666638
0.807535962,-0.021918388,0.712363211,0.609269663,-2.055908713
0.82412243,-0.006903669,1.943691424,1.797931171,-1.853394793
0.855444328,0.022467316,3.073226863,2.913202392,-0.484759637
0.895821302,0.061063412,3.395607799,3.280134593,-0.724515817
0.941448056,0.105825778,3.911029804,3.899307934,1.158968388
0.98673314,0.152100368,3.350168547,3.531744561,-0.464962495
1.031421887,0.200481081,3.802039798,4.223048554,2.505980677
1.071548154,0.2480748,2.643506913,3.428200613,1.440051963
1.101613941,0.290385326,2.179667123,3.363565494,1.271854096
1.126864577,0.333192357,1.869822197,3.504278682,-0.518086751
1.153947536,0.38345653,2.453355379,4.538909008,0.916041385
1.183875023,0.442999161,2.33743899,5.00317429,0.924408423
1.212384621,0.508875831,2.223579681,5.550672826,-2.846622123
1.248302015,0.589712355,3.469095766,7.349348476,-2.814418872
1.297597029,0.691710372,4.358518718,8.938340243,2.660092565
1.345700012,0.804878745,3.35194415,9.20517255,1.134494766
1.384145426,0.924349946,2.78981631,9.92747431,-1.315932248
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.128364357
0.803510361,-0.025895489,0.068396677,-0.02737751,-0.96958161
0.807812882,-0.02306267,0.61973772,0.48063096,-0.536863639
0.817347194,-0.015490883,0.90753226,0.734214428,-2.810413096
0.839366043,0.004102354,2.61780815,2.406429815,-1.617920016
0.878281672,0.040366027,3.614979314,3.410433637,1.120148206
0.919391824,0.079394893,2.976229137,2.857780157,0.659640082
0.954753699,0.11407754,2.692345273,2.710598286,0.580060328
0.987251241,0.147910497,2.516654698,2.720126369,-1.234129201
1.024476474,0.188946022,3.436574244,3.852463817,-0.359032614
1.069983583,0.24141924,3.844648465,4.556167881,-1.04932477
1.122805052,0.30532638,4.592862847,5.671450035,2.221697269
1.17440076,0.373818284,3.687455506,5.327319034,-1.175851622
1.225086428,0.448200901,4.394950709,6.565534337,-1.785851833
1.285033759,0.539079238,5.152201815,7.955447219,-2.856915439
1.355088731,0.648607338,5.99005202,9.535236276,1.538187009
1.424707357,0.770101214,5.15262907,9.93279264,-2.591796835
1.490882748,0.902442979,5.384117737,11.22553772,1.32296218
1.552319079,1.047015825,4.43987126,11.9315224,2.889546218
0.802851456,-0.025588604,0.036899001,-0.021920476,-2.91492068
0.814295694,-0.015240182,1.794004026,1.678601293,2.095627934
0.828361992,-0.002642131,0.463244675,0.347727468,1.160823521
0.829605764,-0.00280994,-0.262654653,-0.372485805,-0.683364846
0.828946254,-0.004901013,0.15554162,0.035525653,-1.836539377
0.837942943,0.002469423,1.283689281,1.144397842,0.7161402
0.851193963,0.01404347,0.841074963,0.715096119,2.999045988
0.850223324,0.011764734,-0.99306065,-1.075564097,2.776635174
0.827222727,-0.012046007,-2.690212399,-2.741787156,0.322295566
0.792339513,-0.04769809,-2.899875314,-2.97994186,-0.744361251
0.758594217,-0.082952306,-2.510779551,-2.680903077,1.742615213
0.719910642,-0.124450594,-3.678260334,-3.968250711,0.027584716
0.672994904,-0.176220027,-3.835467153,-4.33493552,1.844723334
0.617515009,-0.239508821,-5.024562599,-5.791221008,1.76455574
0.548247223,-0.320643614,-6.027387728,-7.182671505,-1.608659865
0.47769513,-0.409455871,-5.27955655,-7.067072739,-1.717647635
0.416153055,-0.497960408,-4.581783083,-7.127782852,2.731826531
0.35238701,-0.597501301,-5.558291347,-8.765389001,-0.931113576
0.286298902,-0.710198282,-5.01081763,-9.286181866,-1.480099486
0.228268957,-0.82939881,-4.272972028,-9.810008488,-0.633039473
0.178204464,-0.956900446,-3.723227767,-10.60485807,1.046220237
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.147564547
0.803584648,-0.025822096,0.080278549,-0.015630531,0.613553851
0.801910981,-0.028892584,-0.347958532,-0.475910777,1.905812463
0.78987585,-0.042695618,-1.578108476,-1.73536406,1.118292271
0.765442104,-0.06943787,-2.335359347,-2.55334704,2.183350694
0.727347897,-0.110800005,-3.758568734,-4.07301498,-2.716127898
0.689707144,-0.153647711,-2.288345744,-2.817738975,-0.585633513
0.661884316,-0.189539786,-2.171971757,-2.941976451,1.620944274
0.627475769,-0.235117476,-3.323391128,-4.350997679,0.338249976
0.583412919,-0.294191317,-3.723051391,-5.111411184,-0.378534116
0.53677502,-0.36103238,-3.739710036,-5.599621774,0.150125566
0.488455154,-0.435943981,-3.979909511,-6.392605965,-1.121669792
0.440895374,-0.518052555,-3.632771515,-6.766094083,2.797414346
0.388587246,-0.613301352,-4.676203668,-8.439696941,1.698192819
0.327754331,-0.726459289,-5.012206156,-9.650517453,1.224094324
0.265205637,-0.853651023,-4.960199947,-10.69633889,-1.001180252
0.208038083,-0.991666697,-4.177998555,-11.40788757,-2.345619611
0.802851456,-0.025588604,0.036899001,-0.021920476,-2.436498411
0.812443469,-0.017070062,1.497599131,1.385568802,-2.454226873
0.84042155,0.009255482,2.983425448,2.836316154,-1.819055844
0.884706725,0.051738167,4.108202358,3.97701457,-1.09587271
0.940477088,0.106374869,4.820028997,4.784022007,-2.772594596
1.011421234,0.177859109,6.510826244,6.653915926,1.880077045
1.086393836,0.256892427,5.512152913,6.039519782,-1.424897687
1.160436648,0.34009673,6.306444362,7.269133722,2.399658087
1.232222094,0.428171561,5.209829318,6.872980607,-1.69715239
1.301920701,0.522563574,5.897233707,8.212007146,-0.984158412
1.37686768,0.631651953,6.058596515,9.235792495,-1.47169747
1.453453245,0.754089112,6.152750288,10.34447896,0.746406027
1.525901103,0.887410068,5.429744745,11.00641422,-1.227711515
0.802851456,-0.025588604,0.036899001,-0.021920476,-2.251515379
0.811727351,-0.017777542,1.383005454,1.272279329,-0.452474535
0.830513428,-0.000543228,1.627488661,1.49385413,1.916498957
0.843363724,0.010731527,0.434807863,0.31989031,-1.609497305
0.855139496,0.021094716,1.449940858,1.340537456,0.577904511
0.871211921,0.036025433,1.127055268,1.057510001,-2.722755534
0.896159114,0.060303662,2.864469618,2.831704822,-2.450164866
0.941770625,0.105974267,4.431540051,4.48476467,0.789868556
0.994809877,0.160833709,4.06913131,4.321173305,-1.023082302
1.050282972,0.220981053,4.80113384,5.312628833,1.442582886
1.106353012,0.285881056,4.188407382,5.105338709,-1.526477727
1.164671324,0.358203872,5.115534701,6.458801737,-0.532536025
1.230620134,0.44449035,5.416039714,7.34953432,-0.361582136
1.299066552,0.541586033,5.513048769,8.188476881,2.079501558
1.362455536,0.644698994,4.643290582,8.344788329,2.005301776
1.41556338,0.751118577,3.860656522,8.710743279,0.026454327
1.462502378,0.865562016,3.628736121,9.605765277,1.921603177
1.502823448,0.989611531,2.818872089,10.2658732,-1.50045531
0.802851456,-0.025588604,0.036899001,-0.021920476,0.725027461
0.800208967,-0.029157159,-0.459571549,-0.549360803,-0.549963613
0.79626947,-0.03450531,-0.173066446,-0.310089986,0.048945034
0.793522881,-0.0392674,-0.267561691,-0.454021493,1.76798938
0.782915434,-0.052468734,-1.429876875,-1.660669387,-2.349342851
0.773537052,-0.065329267,-0.07897756,-0.409241794,0.725535588
0.769021751,-0.074508802,-0.64431058,-1.061964525,1.640110516
0.753904422,-0.095418405,-1.774767175,-2.287947374,1.7496782
0.724235412,-0.132269111,-2.97112745,-3.615203773,-2.873603763
0.696615134,-0.169405166,-1.47138437,-2.359118914,-1.662857367
0.682609213,-0.196163343,-0.781482691,-1.940519899,0.353484715
0.66971888,-0.225201423,-1.281600797,-2.712200812,-2.563629389
0.66050716,-0.254581565,-0.209444053,-2.013115021,0.412044987
0.654209748,-0.285515562,-0.795886819,-2.939990282,-2.88267755
0.651220647,-0.318220656,0.298241846,-2.320542422,-2.32673789
0.659511642,-0.345765144,1.015814982,-2.106141801,-0.541252077
0.670957292,-0.376300481,0.81453299,-2.786135398,2.388484207
0.671478048,-0.423250495,-0.702825234,-4.704189925,2.464626144
0.654074371,-0.493455568,-2.038367624,-6.499346182,0.173451391
0.62719557,-0.580250293,-2.244334904,-7.389042673,-2.082590835
0.603250755,-0.674294036,-1.596835159,-7.688032178,1.343338232
0.580593699,-0.778066384,-1.991157186,-8.902296127,2.090334064
0.553140005,-0.897439343,-2.356600409,-10.18152756,-2.594159682
0.529781458,-1.028164778,-1.381740289,-10.76670893,0.178506526
0.802851456,-0.025588604,0.036899001,-0.021920476,-0.722841083
0.805810632,-0.023622924,0.43634484,0.336390445,1.787633239
0.804055819,-0.026748804,-0.715318429,-0.834580829,2.566632112
0.784919695,-0.047499441,-2.346973891,-2.489828282,1.464906907
0.749575109,-0.085016433,-3.312014752,-3.525414172,2.169706106
0.699415273,-0.138566268,-4.708691527,-5.051130606,1.9287588
0.633007714,-0.210582274,-5.89986976,-6.474900534,-0.404567151
0.560348408,-0.292835769,-5.730339406,-6.712547887,-2.808833268
0.497054597,-0.372020981,-4.434541368,-6.0124806,-2.868336947
0.448805554,-0.444239253,-3.316008705,-5.587890802,1.089915072
0.403326437,-0.521787935,-3.931577324,-6.809967216,-0.831554362
0.355715538,-0.610465766,-3.680720589,-7.392749183,2.680922623
0.304300724,-0.712712455,-4.488753232,-8.937653107,2.536002258
0.245170118,-0.833062606,-4.919058087,-10.29754932,-1.885811652
0.189578908,-0.965204242,-3.975773026,-10.87315101,-1.818706142
0.802851456,-0.025588604,0.036899001,-0.021920476,2.90828037
0.791767437,-0.037497428,-1.808735511,-1.883346745,2.450864764
0.759394468,-0.071042503,-3.372153287,-3.492343565,2.5315226
0.707179637,-0.125343169,-4.976825019,-5.204072579,1.762598553
0.638087312,-0.198520389,-6.064432449,-6.511444174,-1.259567354
0.566335571,-0.278245035,-5.434044526,-6.283559842,2.882570453
0.488958281,-0.36878387,-6.887185156,-8.172109329,1.285840839
0.400249402,-0.477617649,-7.264568453,-9.232545102,-0.752564439
0.313248653,-0.595130778,-6.652404519,-9.595081393,-1.255020778
0.235085012,-0.717241921,-5.855829184,-9.971196008,-0.585413275
0.165665873,-0.845945626,-5.240156577,-10.6387478,1.517357665
0.101099627,-0.985735522,-5.055081759,-11.72618278,1.290509902
0.802851456,-0.025588604,0.036899001,-0.021920476,-1.952980476
0.810571704,-0.018919251,1.198084132,1.089462837,-0.940193281
0.828928469,-0.002121761,1.743009261,1.60573217,-0.057033694
0.850845522,0.018072209,1.769667494,1.636050975,2.025306665
0.865266468,0.031091504,0.544965066,0.458227296,1.015477816
0.868492392,0.033557888,-0.026751032,-0.060581362,0.664960723
0.865977226,0.030945106,-0.375789339,-0.357962011,-2.619602508
0.871779569,0.03711561,1.301714118,1.342987438,-0.699469519
0.89111389,0.057273729,1.79581208,1.890760446,-2.417239999
0.923351347,0.091108466,3.361661728,3.529669415,2.309682896
0.957367823,0.128251649,2.100144692,2.441793423,-0.132859037
0.985293441,0.161608705,2.37306774,2.908118018,2.719741062
1.006549134,0.191266519,1.046621433,1.863202317,-0.797101256
1.024275015,0.220780305,1.787732744,2.86336684,-1.47699155
1.053479377,0.265198191,2.874028588,4.242457677,-2.359074336
1.098573503,0.329470147,4.308653034,6.024861782,-1.279916486
1.157014385,0.412342009,5.012200248,7.226798245,-2.653166308
1.226613398,0.513144997,6.059647104,8.867708276,-0.617983823
1.30222174,0.629232101,6.008726405,9.707559617,-0.302291691
1.375495685,0.75539846,5.692149182,10.48668888,0.07376921
1.443326109,0.891163343,5.143786222,11.24957032,2.262244163
1.500388257,1.035042553,3.99014374,11.8055871,0.220303162
0.802851456,-0.025588604,0.036899001,-0.021920476,1.017849552
0.79907638,-0.030276131,-0.64066117,-0.728402315,2.596550204
0.780718918,-0.049881704,-2.29660186,-2.412061264,-2.431571217
0.760907682,-0.07172975,-0.885379805,-1.101824351,-1.285606471
0.753978143,-0.082074135,-0.228526195,-0.561257266,1.988594948
0.742632094,-0.098186665,-1.585407605,-2.018057495,0.923212288
0.718376331,-0.128683098,-2.297996102,-2.87059935,1.14731893
0.684313286,-0.171008366,-3.151325994,-3.91048617,-1.046103756
0.647431207,-0.219094045,-2.763467659,-3.808271841,2.107745328
0.604235753,-0.277113911,-4.125846697,-5.467219181,2.887831066
0.542588792,-0.357799523,-5.68619383,-7.414011336,2.073360208
0.465900933,-0.459506035,-6.53026054,-8.835878583,1.520363868
0.382103437,-0.576911801,-6.829865599,-9.935702462,0.727046469
0.2979696,-0.706251845,-6.601080821,-10.76178656,2.085793608
0.215379165,-0.847874145,-6.565892507,-11.88781301,-1.758506419
0.140835057,-0.99953228,-5.366255812,-12.41276086,-1.244853858
0.802851456,-0.025588604,0.036899001,-0.021920476,1.455705436
0.797383042,-0.031949128,-0.911370225,-0.996055092,2.999735493
0.774089694,-0.056451624,-2.815202803,-2.928589495,1.803841081
0.731585382,-0.100838189,-3.987214367,-4.18559703,0.987105332
0.677472788,-0.158402754,-4.671846917,-5.040633235,-1.871297499
0.624999077,-0.217284013,-3.747751568,-4.418663324,0.286213435
0.5759219,-0.276810808,-4.102664657,-5.118386069,2.721441813
0.514899735,-0.352811449,-5.614984952,-7.017527269,2.13288909
0.438602423,-0.449969662,-6.539863575,-8.504425727,-0.106811184
0.358347725,-0.559886543,-6.285947889,-9.095599144,0.100703347
0.281411481,-0.678039668,-6.003453264,-9.817712436,1.033191805
