,SS,CU,FPV,WA,Z4,Z5
0,426.94433269999996,63.0,2101.399902,152.02264619999997,205.4214314,171.2571455
1,407.0278974,73.0,1949.2667239999998,151.0623877,250.3785738,275.0000033
2,387.00881739999994,70.0,1746.2667239999998,134.0557207,249.7571455,274.9928665
3,397.0167585,59.0,1695.4000239999998,127.0559989,155.6928596,175.0428603
4,401.9405332,59.0,1746.2667239999998,132.0608613,154.953573,175.0214321
5,402.0463867,59.0,1746.2667239999998,132.1150589,153.4071475,174.92142980000003
6,400.02554760000004,59.0,1746.2667239999998,130.1028301,154.68571640000002,175.01071819999999
7,381.9054108,57.0,1594.133301,122.06294740000001,155.6214316,175.0750024
8,400.1506478,58.0,1847.533325,132.9036925,156.61071669999998,175.021431
9,401.9212864,58.0,1847.533325,131.03945919999998,154.967859,175.0642891
10,394.68156980000003,57.0,1789.883301,139.6692565,171.29285919999998,175.7535744
11,394.99913019999997,57.0,1797.133301,140.0027738,154.9142887,175.09643169999998
12,386.7329581,61.92857143,1746.2667239999998,127.0504398,158.6892885,175.1000023
13,400.00950730000005,59.0,883.4000243999999,159.8130842,154.9678585,174.7535727
14,360.0194637,57.0,1695.4000239999998,123.9195341,200.5785746,163.2607171
15,379.3424792,63.85714286,1985.433411,144.25652480000002,229.9750034,166.2357161
16,389.8540246,68.0,2101.399902,151.919117,225.4642901,167.73928830000003
17,0.0,40.0,0.0,0.050027790999999995,111.40357340000001,119.99643030000001
18,0.0,40.0,0.0,0.050027790999999995,109.1357155,115.96428629999998
19,182.3240667,40.0,0.0,188.87645369999998,152.3214324,166.98928940000002
20,348.9927216,54.0,1695.4000239999998,112.98937020000001,154.469233,175.0538494
21,348.03560310000006,60.0,1695.4000239999998,122.05947330000001,238.07857510000002,174.8571445
22,349.0396009,58.0,1695.4000239999998,125.1514688,230.6964313,175.1535737
23,349.0428085,58.0,1695.4000239999998,124.92078479999999,235.021431,175.12857490000002
24,319.070331,56.0,1695.4000239999998,127.95302450000001,212.1357182,162.31786019999998
25,319.04787769999996,55.0,1695.4000239999998,128.0843476,216.48214610000002,162.2892881
26,329.98603060000005,56.0,1797.133301,136.0971331,215.52500319999996,163.7107179
27,322.0085591,55.0,1695.4000239999998,127.9426024,217.17500409999997,162.3250024
28,321.95081980000003,55.0,1695.4000239999998,128.1156153,217.0500031,162.2750026
29,0.0,100.0,0.0,0.061839908,109.9392872,105.7035735
30,0.0,100.0,0.0,0.061839908,109.9392872,105.7035735
31,0.0,45.0,0.0,0.040994995,249.9321474,265.3107185
32,386.90617260000005,67.32142857,1649.016667,132.4610841,251.3214324,275.0857195
33,0.0,69.0,0.0,0.074346856,265.22143230000006,292.6857234
34,0.0,69.0,0.0,0.056976095,142.660717,137.5785735
35,0.0,69.0,0.0,0.056976095,142.660717,137.5785735
36,0.0,45.0,0.0,0.053501942999999996,147.0571436,162.92857419999999
37,365.01701460000004,52.0,1695.4000239999998,119.9999956,139.72143169999998,170.01428769999998
38,400.0191323,43.0,476.93334960000004,120.0389064,142.7821448,158.61428830000003
39,345.0268108,52.0,1492.400024,99.90480423,145.01428710000002,169.30357419999999
40,378.04017089999996,54.0,1847.533325,127.714698,170.14286040000002,171.2500044
41,358.0274985,52.0,1644.533325,108.0030534,145.32143290000002,169.08571730000003
42,358.0724062,52.0,1644.533325,107.99888500000002,144.7571466,167.9285736
43,358.0082528,52.0,1644.533325,106.01861740000001,143.7678593,169.4678601
44,380.0642068,58.0,1847.533325,124.128679,184.1071467,172.21071840000002
45,379.9904327,58.0,1847.533325,123.9667824,191.8785744,172.767861
46,379.9423174,70.0,2101.399902,153.89174,223.0964306,171.94643349999998
47,380.02571539999997,70.0,2101.399902,153.9125846,222.17857469999998,172.23571830000003
48,0.0,65.0,0.0,0.056976096,247.0642891,278.93215069999997
49,354.94813210000007,50.0,1644.533325,106.9809578,140.30000139999999,170.05714530000003
50,365.0041842,55.0,1746.2667239999998,117.17620500000001,185.7535744,169.4107176
51,366.0306451,55.0,1847.533325,130.2077495,224.71786009999997,169.95000290000002
52,357.0587921,66.0,1898.4000239999998,131.9601124,228.146431,168.65000039999998
53,357.0587921,66.0,1898.4000239999998,131.9601124,228.146431,168.65000039999998
54,356.88236889999996,66.0,1898.4000239999998,132.00596950000002,229.26786040000002,168.6964324
55,337.1327253,62.0,1695.4000239999998,111.0616967,235.14285930000003,167.76786040000002
56,305.02393670000004,55.0,1594.133301,109.8540821,219.1571454,163.8678605
57,304.9629909,55.0,1594.133301,110.08962959999998,222.3642889,165.4107176
58,289.1042589,50.0,1594.133301,109.02028490000002,207.3535756,164.3178618
59,318.034244,56.0,1898.4000239999998,138.1177003,203.7964314,168.11428830000003
60,323.9748611,55.82142857,2000.133301,146.9726176,200.15000369999998,169.11785890000002
61,324.9981003,64.0,1797.133301,134.98193030000002,212.86428999999998,167.7571466
62,325.1296158,60.0,1797.133301,135.1514669,211.4285742,163.7571471
63,0.0,65.0,0.0,0.045858808,275.8642905,299.7678637
64,380.06741439999996,65.0,1594.133301,125.14452040000002,249.94286019999998,275.00714869999996
65,395.08252610000005,66.0,1637.533325,132.1643927,251.06071740000002,274.8250046
66,400.0929097,68.0,1695.4000239999998,140.9915188,249.9607184,275.0607213
67,404.9685691,68.0,1898.4000239999998,144.9367638,247.70714680000003,274.9678628
68,337.07498710000004,100.0,1644.533325,199.9402384,240.1035745,250.2500016
69,338.87128010000004,100.0,1644.533325,200.9199469,239.8821466,250.02857319999998
70,377.055409,62.0,1543.266724,125.91022439999999,250.41785980000003,274.97500499999995
71,0.0,45.0,0.0,0.049332960999999995,163.4535746,180.80714530000003
72,382.986399,60.07142857,1807.850006,121.12978989999999,169.8678611,180.05357469999998
73,397.9854682,69.0,2101.399902,155.1222839,225.30357469999998,179.98571830000003
74,393.080937,67.0,2101.399902,156.86769809999998,235.5107182,180.0607169
75,0.0,20.0,0.0,0.038910504,157.30714530000003,175.76785990000002
76,340.0613327,58.0,1695.4000239999998,120.5919909,235.56428849999998,180.01429040000002
