,T,S,K,A,BD,D,C,L
26,0.0,0.0,0.0,0.0,2.19,18.2,27.4,49.3
27,56.98571437,132.18810109999998,107.1714281,231.11607090000004,2.2,18.1,27.3,70.4
28,0.0,0.0,0.0,0.0,2.2,17.9,26.8,70.2
29,0.0,0.0,0.0,0.0,2.18,17.8,24.1,66.2
30,0.0,0.0,0.0,0.0,2.2,18.0,29.0,70.0
31,0.0,0.0,0.0,0.0,2.2,18.0,27.0,68.0
32,63.76785714,137.01156830000002,113.11071480000001,254.30892839999999,2.2,18.7,27.7,70.0
33,23.66428559,163.17708969999998,45.88928577,129.6303569,2.2,18.9,27.8,70.5
34,60.67142854,140.425918,101.91428540000001,243.45714300000003,2.2,18.3,26.4,67.5
35,66.58214324,135.4553255,121.5321429,262.898213,2.2,17.8,26.3,67.4
36,63.78928525,138.8618736,110.7321437,253.86607090000004,2.2,17.8,26.7,26.7
37,63.71071393,138.5331535,110.47142849999999,253.86607200000003,2.2,18.5,27.8,67.0
38,63.58571407,138.39102450000001,110.23214309999999,253.07142909999996,2.17,17.4,26.0,66.5
39,66.81071363,136.9436335,122.62142859999999,263.99464309999996,2.14,17.7,26.4,67.0
40,67.02857154,138.6515051,123.18571440000001,265.0321415,2.2,18.6,27.0,66.5
41,75.43571418,135.8348094,138.8892844,294.0321448,2.2,18.5,26.0,66.0
42,75.9285717,136.4973003,139.3857149,295.97321539999996,2.2,19.1,30.0,71.0
43,0.0,0.0,0.0,0.0,2.1,16.9,24.1,67.2
44,64.38214302,139.6481345,111.26071409999999,255.7214301,2.2,18.0,29.0,73.5
45,66.43928637,138.72897340000003,117.30714280000001,262.5714286,2.2,19.3,29.0,70.0
46,70.85714313,140.0324767,125.903571,278.50356949999997,2.2,18.0,27.0,66.5
47,74.21785600000001,139.21726769999998,128.1428577,289.33749930000005,2.2,17.9,28.7,71.0
48,74.21785600000001,139.21726769999998,128.1428577,289.33749930000005,2.23,18.6,28.6,71.0
49,73.37499973,137.6257842,126.66428619999999,286.78214260000004,2.23,18.4,28.1,70.9
50,70.85714313,140.82669180000002,115.68571340000001,277.7142879,2.2,18.2,26.4,68.0
51,72.52499989,137.9949788,107.0321418,283.63928660000005,2.2,18.0,27.0,69.0
52,73.52857154,140.53892030000003,109.0464284,287.8428563,2.2,18.0,27.0,69.0
53,76.28214237,137.6418457,106.5285713,296.6892853,2.2,18.5,28.5,73.5
54,81.47499929,135.85177009999998,125.58571459999999,315.32142860000005,2.2,17.0,27.5,68.0
55,83.68571445,134.5950574,130.9821434,323.3428552,2.2,17.8,26.5,67.0
56,75.98928561,136.3353495,119.57142830000001,295.7660708,2.24,18.0,28.0,59.6
57,75.87500027,135.5072436,119.0821435,295.414287,2.23,19.0,25.0,62.0
58,0.0,0.0,0.0,0.0,2.2,18.0,29.5,66.0
59,56.61785725,132.9874551,104.485714,229.84285899999998,2.2,18.5,28.5,65.5
60,56.70714269,134.358775,108.09642849999999,229.6535715,2.2,19.0,31.5,69.5
61,57.84642873,133.981381,111.75357140000001,233.7928554,2.3,19.0,26.0,62.0
62,63.33928531,133.7923715,124.10714309999999,252.27142769999998,2.25,20.1,32.0,74.0
63,68.85357148,134.4136026,112.742857,272.52500150000003,2.2,18.1,28.1,69.6
64,69.23928561,135.20744209999998,113.29285729999998,271.06964439999996,2.2,18.2,28.7,68.0
65,55.8785711,134.4467637,102.21071459999999,226.7928576,2.23,17.7,26.2,70.9
66,0.0,0.0,0.0,0.0,2.23,18.1,28.2,71.4
67,64.67499978,135.7715612,118.97857150000002,256.6446446,2.2,18.6,28.0,66.2
68,73.38571467,137.6331111,140.7785715,286.00714439999996,2.2,18.4,27.5,66.0
69,73.24642890000001,136.2251674,139.46428459999998,286.4428569,2.56,18.5,26.5,66.0
70,0.0,0.0,0.0,0.0,2.48,18.4,27.0,66.0
71,69.52142906,138.7598926,114.55357140000001,273.5303563,2.19,18.0,26.3,67.4
72,73.2642855,136.7453477,123.06071419999999,286.4482149,2.2,1.83,26.5,66.0
73,72.25000027,134.6350735,115.05714309999999,282.51964239999995,2.2,18.3,26.5,66.5
74,72.25000027,134.6350735,115.05714309999999,282.51964239999995,2.2,18.2,26.1,66.8
75,70.03214237,137.5934835,110.15714240000001,275.421427,2.2,18.5,26.5,65.0
76,70.03214237,137.5934835,110.15714240000001,275.421427,2.18,18.0,26.5,67.2
77,70.8892855,137.76017819999998,110.2892851,278.05535560000004,2.2,18.6,28.7,66.3
78,73.55000005,135.7354328,115.62857079999999,287.4303567,2.2,18.6,29.1,68.2
79,76.78214346,134.36639509999998,117.5678575,298.4767859,2.25,19.0,28.0,70.1
80,76.57857186,136.7003207,132.9428558,298.0410712,2.19,16.9,27.4,66.8
81,74.01785742,136.90353280000002,133.389286,288.38928219999997,2.2,18.0,26.7,67.1
82,67.07500035,136.46418219999998,130.2999987,264.3232128,2.22,18.0,28.0,69.0
83,0.753571408,18982.08551,0.8749999829999999,10.78750011,2.1,17.8,27.8,68.3
84,74.32142884,138.5007995,110.632143,291.02142549999996,2.2,18.6,26.8,68.1
85,75.68214253,138.7084002,117.34285679999999,295.1785747,2.2,18.4,273.0,69.2
86,67.10357094,139.6477416,118.64285659999999,264.7928587,2.2,18.0,29.5,71.3
87,64.87857083,139.5637856,118.8250013,260.51606969999995,2.2,18.6,27.4,66.0
88,74.94285665,136.31801930000003,126.2642855,292.6285727,2.25,18.4,27.0,66.0
89,71.18571390000001,140.0235999,109.05357120000001,280.1767862,2.2,19.0,27.0,66.0
90,75.76785687,139.2675274,108.33928540000001,294.1017881,2.2,18.5,29.2,69.3
91,74.71428653,138.2512207,107.55000009999999,292.364284,2.18,18.2,28.1,70.3
92,73.98571341,137.3120624,100.5892857,289.4375,2.18,17.9,17.9,27.7
93,73.98571341,137.3120624,100.5892857,289.4375,2.2,18.4,27.6,69.4
94,73.98571341,137.3120624,100.5892857,289.4375,2.2,18.3,27.5,69.0
95,0.04285714400000001,0.0,0.0,13.67678588,2.2,18.0,27.5,69.0
96,70.25714248,139.8300863,115.81785690000001,276.210713,2.2,18.3,26.8,69.3
97,65.63571385,139.779765,108.10357150000002,261.8517881,2.24,18.0,27.2,66.0
98,66.00714302,139.8129545,108.12857140000001,262.6535732,2.25,17.6,27.0,66.0
99,66.00714302,139.8129545,108.12857140000001,262.6535732,2.2,17.4,24.5,68.5
100,71.86428533,140.97986880000002,122.7821429,282.1000017,2.2,18.1,28.3,70.5
101,71.86428533,140.97986880000002,122.7821429,282.1000017,2.2,17.8,27.8,68.2
102,71.43928582,139.2898767,121.43571419999999,280.01964350000003,2.2,17.7,26.7,68.2
103,67.21428544,141.1367847,110.72857090000001,266.307142,2.2,17.9,26.7,68.5
104,63.60714299,140.20318490000002,101.75357079999999,252.9035699,2.2,18.3,27.9,70.1
105,63.98928561,140.3476612,101.7321426,253.8821438,2.23,18.0,27.2,66.0
106,67.84999984,139.06322319999998,114.30000109999999,268.573216,2.19,17.8,27.7,67.5
107,62.32499995,140.17021119999998,101.72857090000001,249.86785730000003,2.2,17.8,28.0,67.5
108,59.3499997,139.94756919999998,108.61428590000001,239.47678540000004,2.24,18.4,27.0,66.0
109,63.903571400000004,133.5381391,108.6964291,254.64821349999997,2.16,18.2,26.0,67.3
110,63.903571400000004,133.5381391,108.6964291,254.64821349999997,2.2,17.2,27.0,66.0
111,67.4607138,136.3353342,114.53214320000001,266.6714292,2.1,18.5,26.5,67.0
112,67.38214275,135.74837,114.03571399999998,265.6624963,2.19,17.6,26.0,66.5
113,0.0,0.0,0.0,0.0,2.16,18.2,26.0,67.3
114,0.0,0.0,0.0,0.0,2.1,18.5,26.5,67.0
115,71.87142835,141.71746059999998,110.053572,281.79999869999995,2.2,18.4,29.3,67.5
116,71.87142835,141.71746059999998,110.053572,281.79999869999995,2.0,17.9,25.6,70.0
117,71.2107138,141.8009169,110.1178567,279.051784,2.2,18.4,27.0,66.0
118,71.2107138,141.8009169,110.1178567,279.051784,2.2,18.0,28.0,67.0
119,70.48214313,141.04809680000002,109.53214320000001,277.8482132,2.21,18.4,27.0,66.2
120,70.48214313,141.04809680000002,109.53214320000001,277.8482132,2.2,17.5,26.4,67.3
121,71.82857159,145.00459019999997,105.4392853,281.9303578,2.23,18.0,26.0,70.0
122,74.79285758,144.3989645,104.9964281,291.9374967,2.2,17.5,28.1,7.5
123,74.79285758,144.3989645,104.9964281,291.9374967,2.2,18.3,27.2,68.4
124,67.34999997,144.3832648,123.88928519999999,265.6428571,2.5,18.2,26.0,66.0
125,67.32499995,139.8175436,114.22142849999999,266.4249998,2.2,18.5,26.0,66.5
126,67.48928588,140.35074780000002,114.6571429,266.57500130000005,2.18,18.3,26.3,67.5
127,68.01071412,140.6794521,115.16071399999998,268.0374996,2.2,18.0,27.3,68.7
128,68.01071412,140.6794521,115.16071399999998,268.0374996,2.2,18.0,27.3,69.7
129,0.0,0.0,0.0,0.0,2.1,18.0,26.0,68.5
130,78.52500016,137.19965200000001,133.3678573,305.5339301,2.2,19.0,28.0,66.4
131,1.321428571,11.64116513,1.517857119,38.08750016,2.2,18.2,27.0,66.0
132,80.34285763,139.261,116.48928590000001,310.24107250000003,2.2,18.2,28.1,67.8
133,80.34285763,139.261,116.48928590000001,310.24107250000003,2.2,18.2,27.0,67.0
134,71.3821422,140.98114230000002,109.9857145,279.35714289999993,2.2,18.1,27.9,68.1
135,71.82857132,141.41226469999998,110.3285713,281.971429,2.2,18.4,27.2,67.8
136,71.82857132,141.41226469999998,110.3285713,281.971429,2.22,17.9,27.4,67.3
137,72.69642939,142.30362649999998,111.1499996,284.12321360000004,2.19,17.8,27.2,69.0
138,71.44285692,144.1522369,105.53571480000001,280.3982141,2.18,18.9,26.5,66.0
139,71.44285692,144.1522369,105.53571480000001,280.3982141,2.22,18.0,27.2,66.0
140,1.6535714380000002,32.84014472,2.128571427,31.93392863,2.18,18.4,26.5,66.8
141,1.6535714380000002,32.84014472,2.128571427,31.93392863,2.0,18.4,26.5,67.0
142,64.12142808,138.91968590000002,127.9821429,255.3178564,2.2,17.9,25.9,66.1
143,66.92142841,139.365218,139.39285769999998,264.3357152,2.19,18.5,27.0,68.7
144,66.92142841,139.365218,139.39285769999998,264.3357152,2.19,18.5,27.0,68.7
145,0.0,0.0,0.0,0.0,2.2,17.9,25.8,66.0
146,74.56785665,140.914196,108.78928540000001,291.4107132,2.2,18.0,26.0,66.5
147,76.07499995,141.251394,109.0499998,295.7732152,2.19,17.8,26.0,66.0
148,74.15714237,141.871103,109.6571426,289.82678439999995,2.18,17.8,26.0,66.0
149,74.3928566,140.94124330000002,115.903571,290.27500150000003,2.2,18.5,25.5,66.5
150,71.83214269,141.47404430000003,109.6071429,281.8392868,2.2,18.6,28.3,66.0
151,71.83214269,141.47404430000003,109.6071429,281.8392868,2.2,18.3,27.0,66.0
152,72.46785709,142.3454012,110.2821426,282.8857138,2.2,19.0,28.0,65.0
153,72.46785709,142.3454012,110.2821426,282.8857138,2.2,18.5,29.0,66.5
154,78.10357094,137.7473319,126.892858,304.68393050000003,2.1,18.2,26.5,70.0
155,78.10357094,137.7473319,126.892858,304.68393050000003,2.2,18.1,26.4,66.8
156,78.10357094,137.7473319,126.892858,304.68393050000003,2.15,18.0,27.0,69.0
157,80.61071423,139.4119481,132.028571,312.7285712,2.15,17.8,26.7,66.7
158,80.61071423,139.4119481,132.028571,312.7285712,2.1,18.2,26.0,68.0
159,80.61071423,139.4119481,132.028571,312.7285712,2.15,18.0,27.0,69.0
160,76.40357154,141.0205678,133.2964298,297.29285760000005,2.2,18.21,26.4,66.8
161,76.40357154,141.0205678,133.2964298,297.29285760000005,2.2,18.5,29.0,70.5
162,76.40357154,141.0205678,133.2964298,297.29285760000005,2.18,17.8,26.7,67.0
163,66.4428572,140.11317549999998,135.3071409,263.23928509999996,2.2,18.5,29.0,68.0
164,66.4428572,140.11317549999998,135.3071409,263.23928509999996,2.2,18.3,27.3,67.2
165,65.60357121,137.41115459999997,133.3857144,260.4285731,2.19,18.2,27.4,67.0
166,65.60357121,137.41115459999997,133.3857144,260.4285731,2.2,17.4,26.3,67.3
167,66.62142849,140.0480772,135.4357142,263.5357165,2.1,17.5,27.5,68.0
168,66.62142849,140.0480772,135.4357142,263.5357165,2.2,17.8,28.5,68.5
169,69.62499946,139.5027362,131.4928583,273.91249960000005,2.1,18.0,29.0,67.5
170,72.87142808,142.21569440000002,103.66428509999999,283.79821560000005,2.25,17.5,28.0,66.5
171,72.87142808,142.21569440000002,103.66428509999999,283.79821560000005,2.2,17.7,28.0,70.0
172,72.36428561,141.24311830000002,102.96071409999999,283.26785710000007,2.2,17.5,28.4,66.8
173,72.36428561,141.24311830000002,102.96071409999999,283.26785710000007,2.18,17.9,27.3,67.2
174,72.36428561,141.24311830000002,102.96071409999999,283.26785710000007,2.24,19.0,28.0,70.0
175,72.3214283,143.16358569999997,104.3571431,284.66785980000003,2.2,18.6,29.5,67.6
176,72.3214283,143.16358569999997,104.3571431,284.66785980000003,2.19,18.2,27.6,66.7
177,74.44285665,144.0020147,111.8928574,290.7607138,2.2,17.5,28.0,67.0
178,74.44285665,144.0020147,111.8928574,290.7607138,2.2,18.0,29.0,68.0
179,74.44285665,144.0020147,111.8928574,290.7607138,2.2,18.1,27.6,70.1
180,74.73928561,142.0089575,117.75000049999998,291.6303569,2.15,17.8,26.4,67.0
181,74.73928561,142.0089575,117.75000049999998,291.6303569,2.2,18.6,29.2,71.0
182,76.02499989,141.63403430000002,124.3142861,295.64106969999995,2.2,18.0,29.0,68.0
183,76.02499989,141.63403430000002,124.3142861,295.64106969999995,2.2,17.5,29.5,68.8
184,81.32857186,139.95383940000002,115.3749997,314.72499960000005,2.17,18.5,27.0,68.0
185,74.02857127,145.60017230000003,105.7857143,289.2535716,2.14,17.6,29.5,68.5
186,73.02857127,143.81198940000002,104.47500040000001,286.0785708,2.15,18.1,28.3,69.4
187,73.02857127,143.81198940000002,104.47500040000001,286.0785708,2.19,18.5,27.2,67.2
188,73.56071418,144.16956000000002,119.21071429999999,287.0500009,2.2,17.8,27.4,68.2
189,72.9928578,141.11673190000002,120.4678571,285.7196437,2.26,18.3,28.1,68.0
190,73.88571439,142.35106169999997,121.39285690000001,288.52678239999995,2.23,18.1,28.1,67.8
191,71.96428517,144.6001974,119.7357137,282.1071418,2.23,18.4,27.0,66.2
192,71.96428517,144.6001974,119.7357137,282.1071418,2.17,17.9,26.4,67.5
193,74.44642857,143.51065769999997,110.98928529999999,291.6660712,2.2,17.9,26.4,67.5
194,75.97500038,144.88840980000003,111.8571426,295.7767857,2.24,18.0,27.3,66.0
195,75.97500038,144.88840980000003,111.8571426,295.7767857,2.2,18.2,27.3,68.4
196,20.73571423,134.40175469999997,40.23928547,123.1267847,2.18,17.7,26.2,67.0
197,20.73571423,134.40175469999997,40.23928547,123.1267847,2.2,18.6,27.5,68.3
198,76.24285752,145.1819142,112.6107145,296.69642860000005,2.2,17.4,28.6,67.6
199,76.24285752,145.1819142,112.6107145,296.69642860000005,2.2,18.1,26.8,67.9
200,73.80357143,142.0095095,117.882143,288.4964316,2.2,17.5,31.0,69.0
201,73.80357143,142.0095095,117.882143,288.4964316,2.28,17.5,28.0,66.7
202,0.0,0.0,0.0,0.0,2.2,17.6,26.0,67.0
203,72.33928626,140.13827790000002,115.98928559999999,283.8928539,2.2,18.5,26.0,68.0
204,72.33928626,140.13827790000002,115.98928559999999,283.8928539,2.2,18.3,27.6,69.6
205,72.68571418,140.9445359,116.54285759999999,285.7089288,2.18,18.5,29.0,71.2
206,72.68571418,140.9445359,116.54285759999999,285.7089288,2.2,18.0,26.0,68.0
207,72.68571418,140.9445359,116.54285759999999,285.7089288,2.28,18.5,29.1,68.2
208,42.77142852,146.5716967,72.96428585,190.9678574,2.2,17.8,27.2,68.8
209,42.77142852,146.5716967,72.96428585,190.9678574,2.23,18.2,28.4,69.1
210,42.77142852,146.5716967,72.96428585,190.9678574,2.18,18.6,28.0,69.2
211,0.0,0.0,0.0,0.0,2.1,18.1,25.6,69.3
212,0.507407407,1.343289826,1.1703703490000001,21.47037026,1.98,17.2,26.9,68.4
213,0.507407407,1.343289826,1.1703703490000001,21.47037026,2.2,18.6,29.3,70.2
214,35.49642863,111.99773540000001,65.63928577,165.00714219999998,2.2,18.6,29.5,70.3
215,73.40357127,140.3688218,135.49642859999997,287.7000002,2.16,17.9,25.6,66.2
216,73.40357127,140.3688218,135.49642859999997,287.7000002,2.2,18.5,28.0,68.0
217,63.68571431,141.1229079,115.22499979999999,253.36607090000004,2.23,18.6,29.0,69.0
218,67.99285752,138.4242069,113.33571459999999,267.7589253,2.2,18.5,28.5,68.0
219,65.92142882,141.44085149999998,101.94642879999999,261.25714550000004,2.2,18.5,27.6,68.9
220,66.03571429,141.7865323,102.1964278,260.9785723,2.2,18.2,24.7,66.7
221,66.03571429,141.7865323,102.1964278,260.9785723,2.2,18.0,25.5,68.0
222,66.03571429,141.7865323,102.1964278,260.9785723,2.2,19.0,27.0,69.0
223,67.1071434,141.7100618,102.0964285,265.2910723,2.1,18.3,26.9,68.7
224,67.1071434,141.7100618,102.0964285,265.2910723,2.1,18.3,25.9,68.1
225,67.1071434,141.7100618,102.0964285,265.2910723,2.2,18.2,27.9,70.1
226,66.64285714,141.4788491,101.9750007,264.7464284,2.22,18.2,27.7,69.3
227,66.01071426,145.623861,105.22499979999999,261.9535719,2.19,17.7,28.2,70.6
228,68.42500059999999,143.2627329,110.47142849999999,269.91250279999997,2.2,18.1,26.9,69.6
229,68.42500059999999,143.2627329,110.47142849999999,269.91250279999997,2.2,17.9,27.5,70.1
230,66.7107138,143.6559917,103.80357140000001,261.8142864,2.21,17.7,27.7,70.2
231,66.7107138,143.6559917,103.80357140000001,261.8142864,2.2,18.4,26.8,68.6
232,66.7107138,143.6559917,103.80357140000001,261.8142864,2.2,19.5,30.0,72.5
233,63.97499943,142.2035855,102.6321427,253.61964419999998,2.2,18.1,27.3,68.8
234,63.97499943,142.2035855,102.6321427,253.61964419999998,2.2,18.0,28.0,67.0
235,63.97499943,142.2035855,102.6321427,253.61964419999998,2.2,18.5,28.5,68.5
236,63.97499943,142.2035855,102.6321427,253.61964419999998,3.15,18.5,26.0,67.0
237,63.97499943,142.2035855,102.6321427,253.61964419999998,2.21,18.6,27.9,69.1
238,63.97499943,142.2035855,102.6321427,253.61964419999998,2.2,18.9,28.8,67.0
239,63.97499943,142.2035855,102.6321427,253.61964419999998,2.23,18.3,26.8,66.7
240,64.58214283,143.13537,103.2321429,254.6303564,2.2,18.0,28.0,67.0
241,64.58214283,143.13537,103.2321429,254.6303564,2.2,18.1,29.4,71.3
242,64.58214283,143.13537,103.2321429,254.6303564,2.23,17.9,27.3,67.8
243,64.58214283,143.13537,103.2321429,254.6303564,2.18,18.5,28.5,69.5
244,64.58214283,143.13537,103.2321429,254.6303564,2.18,18.5,27.3,66.4
245,64.58214283,143.13537,103.2321429,254.6303564,2.2,17.8,27.6,68.3
246,64.58214283,143.13537,103.2321429,254.6303564,2.2,19.0,29.4,72.0
247,64.58214283,143.13537,103.2321429,254.6303564,2.3,18.0,26.5,67.5
248,64.58214283,143.13537,103.2321429,254.6303564,2.2,18.0,28.4,68.8
249,64.58214283,143.13537,103.2321429,254.6303564,2.2,18.5,27.6,68.4
250,64.58214283,143.13537,103.2321429,254.6303564,2.21,18.0,27.6,69.2
251,64.58214283,143.13537,103.2321429,254.6303564,2.2,18.0,26.0,67.0
252,64.3464286,142.65728269999997,102.8892852,254.1642859,2.2,18.0,27.5,68.0
253,5.075000014,29.77625002,6.839285646,43.76607132,2.2,18.0,27.5,66.0
254,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.2,18.3,26.7,66.0
255,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.21,18.4,28.5,70.0
256,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.18,17.9,27.2,67.4
257,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.2,18.1,27.6,70.3
258,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.2,18.6,29.5,72.0
259,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.2,18.3,27.6,68.7
260,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.2,18.5,28.0,68.5
261,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.2,18.2,28.6,66.5
262,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.21,18.0,27.5,69.0
263,0.19642857100000002,1.857664517,0.21071428899999997,3.482142857,2.3,19.5,27.8,70.5
264,68.66071483,140.2244241,128.6107142,270.4696448,2.2,18.5,28.1,68.5
265,68.66071483,140.2244241,128.6107142,270.4696448,2.16,18.5,26.5,68.0
266,68.66071483,140.2244241,128.6107142,270.4696448,2.4,20.0,23.1,68.0
267,68.66071483,140.2244241,128.6107142,270.4696448,2.2,19.2,26.8,67.3
268,68.66071483,140.2244241,128.6107142,270.4696448,2.2,19.5,28.5,71.0
269,68.66071483,140.2244241,128.6107142,270.4696448,2.17,17.4,27.0,66.0
270,68.66071483,140.2244241,128.6107142,270.4696448,2.2,18.6,29.5,71.0
271,68.66071483,140.2244241,128.6107142,270.4696448,2.18,18.6,26.8,68.5
272,68.66071483,140.2244241,128.6107142,270.4696448,2.18,18.7,27.9,70.2
273,69.0,141.0734362,129.38928629999998,271.8357162,2.2,17.6,27.0,68.0
274,69.0,141.0734362,129.38928629999998,271.8357162,2.0,17.0,24.5,66.0
275,69.0,141.0734362,129.38928629999998,271.8357162,2.19,17.5,27.0,66.0
276,69.0,141.0734362,129.38928629999998,271.8357162,2.21,18.3,27.0,66.5
277,69.0,141.0734362,129.38928629999998,271.8357162,2.4,20.0,25.0,70.0
278,69.0,141.0734362,129.38928629999998,271.8357162,2.2,18.0,27.4,66.0
279,69.0,141.0734362,129.38928629999998,271.8357162,2.2,17.9,30.0,66.5
280,69.0,141.0734362,129.38928629999998,271.8357162,2.2,1.6,27.5,69.4
281,69.0,141.0734362,129.38928629999998,271.8357162,2.2,17.6,26.0,67.0
282,0.0,0.0,0.0,0.0,2.19,18.5,26.7,69.9
283,0.0,0.0,0.0,0.0,2.2,18.5,27.2,68.7
284,0.0,0.0,0.0,0.0,2.2,18.5,27.7,67.0
285,0.0,0.0,0.0,0.0,2.26,18.6,27.5,67.5
286,0.0,0.0,0.0,0.0,2.2,18.1,28.4,70.3
287,0.0,0.0,0.0,0.0,2.18,18.2,27.0,68.2
288,0.0,0.0,0.0,0.0,2.3,19.0,27.0,68.0
289,0.0,0.0,0.0,0.0,2.23,18.4,27.0,66.0
290,0.0,0.0,0.0,0.0,2.2,18.3,27.9,72.0
291,0.0,0.0,0.0,0.0,2.3,19.0,30.0,72.0
292,0.0,0.0,0.0,0.0,2.21,19.0,26.0,68.2
293,0.0,0.0,0.0,0.0,2.2,18.6,25.0,69.0
294,0.0,0.0,0.0,0.0,2.2,17.9,28.1,67.5
295,0.0,0.0,0.0,0.0,2.2,18.6,25.0,69.0
296,0.0,0.0,0.0,0.0,2.2,18.5,29.0,70.0
297,0.0,0.0,0.0,0.0,2.19,18.3,26.5,68.0
298,0.0,0.0,0.0,0.0,2.2,17.8,26.7,69.2
299,0.0,0.0,0.0,0.0,2.2,18.5,29.0,70.0
300,0.0,0.0,0.0,0.0,2.2,18.3,28.3,68.1
301,72.34642901,146.1111428,106.3714284,284.05535560000004,2.2,18.0,26.5,67.0
302,72.34642901,146.1111428,106.3714284,284.05535560000004,2.15,18.2,27.0,68.5
303,68.86071396,140.5422102,103.2107138,271.050002,2.23,18.0,19.0,66.5
304,65.78214278,135.07582580000002,99.1964283,261.1375002,2.2,18.4,29.5,70.0
305,69.83571461,146.6395149,107.2249996,275.60893030000005,2.2,18.0,29.0,66.5
306,0.0,0.0,0.0,0.0,2.29,18.0,28.5,66.0
307,0.0,0.0,0.0,0.0,2.31,18.5,28.6,67.5
308,0.0,0.0,0.0,0.0,2.2,18.1,26.4,67.8
309,0.0,0.0,0.0,0.0,2.2,18.0,26.5,67.0
310,0.0,0.0,0.0,0.0,2.2,18.0,26.5,68.5
311,0.0,0.0,0.0,0.0,2.2,17.5,28.0,67.0
312,0.0,0.0,0.0,0.0,2.19,17.8,27.1,67.4
313,75.16428593,144.1100595,118.47500009999999,293.6107123,2.2,18.4,27.9,65.3
314,78.57499995,141.46574180000002,130.389286,303.9660721,2.2,19.0,28.0,69.0
315,78.28928539,141.19710049999998,130.2999998,305.2071413,2.2,18.4,27.5,68.8
316,74.55714308,142.4885505,117.7035727,292.03035739999996,2.2,18.0,28.0,66.0
317,76.61428506,143.7879944,122.16071399999998,297.16071539999996,2.35,17.4,26.5,62.0
318,75.77142824,142.9693451,121.46428600000002,295.98749760000004,2.18,18.0,29.0,67.5
319,76.74642835,145.19907709999998,123.22857150000002,298.6642848,2.2,17.6,26.8,67.9
320,73.6785717,145.93314630000003,116.96785630000001,287.7625002,2.17,18.2,26.9,67.0
321,73.85714258,146.8163632,117.6750006,288.6017848,2.23,18.5,26.0,69.5
322,73.88928631,145.9166412,116.9535716,288.7767835,2.23,18.1,25.9,68.7
323,73.24285725,144.99273459999998,116.21428600000002,286.8482121,2.18,17.4,28.0,66.0
324,76.53571374,143.48886819999998,121.9714282,298.16249960000005,2.26,17.4,27.5,66.0
325,73.47857094,144.7487243,116.0178561,286.9607141,2.19,18.2,27.4,69.9
326,73.5535717,145.7501368,116.68928559999999,287.7053582,2.2,18.0,26.5,69.0
